seed,biting_rate,ectopic_recombination_rate,immigration_rate_fraction,immunity_loss_rate,mutation_rate,n_genes_initial,switching_rate,transmissibility,instance
10407_-519959492_1947069554_-1898340951_-1667369151_-532493501_-237223201,8.12196142629528e-05,5.65503124938594e-07,0.00395357306036746,0.00149971041590161,9.87870742884519e-09,33154.1470828546,0.1945345303424,0.818609441503603,127
10407_-536768054_1489905270_-1310537583_-1694921898_533039963_-245367011,6.92079885390367e-05,2.41162710512263e-07,0.00393236421017667,0.000577431018657043,1.03021885953298e-08,30338.5086681746,0.179666747384928,0.973091494010547,128
10407_190469948_1077336445_-1539611074_1377647983_-1436821331_1816213659,7.90833501867949e-05,3.04892359393801e-07,0.0014161122141224,0.000534914652630715,2.32355092404727e-08,23065.7563413688,0.180807588818433,0.157784148889856,129
10407_1477247113_658644612_1215156485_-1807232942_1665677381_1845082955,9.45026651403266e-05,2.21501569333569e-07,0.00423072879097346,0.00107258087380974,1.23213856346455e-08,11268.4060423796,0.178162402875734,0.677888214425387,130
10407_1545721619_2014504037_-1108339842_-926170483_-1119292178_2025586017,7.2357124491528e-05,4.67767088601939e-07,0.00212887376696954,0.0013976770372084,8.52495652809583e-09,23143.2589610663,0.19735793439876,0.525648867412445,131
10407_-1981406212_-587387984_-1075265246_-144313236_-684201155_944214338,8.86310012959595e-05,9.2607257975148e-07,0.0014562089892561,0.000963256478777571,1.18207627916599e-08,29778.3033284394,0.195092448707548,0.229522867830542,132
10407_62657959_1383618887_-1395719092_-1771260333_-234517363_1205538970,9.0876293161836e-05,5.80362074369353e-07,0.00356755126358545,0.000649274176634069,9.41350210458845e-09,21107.9426019683,0.185067054504064,0.443904451192249,133
10407_1765405190_-1993244201_214614977_-1744306300_1208198095_917773201,6.1119767314744e-05,8.70788206936694e-07,0.00430540944660411,0.000915958736594078,2.47029182003068e-08,17981.5046443334,0.178596807546352,0.802443458066776,134
10407_893008755_-596501517_648594924_-1169274123_-1759436400_-305905458,9.11357629246882e-05,8.1474724576118e-07,0.00234876212544404,0.000563903745721031,1.57570937309895e-08,20428.3688015539,0.172581601861425,0.144104825266565,135
10407_-527004006_-585051388_-1442487146_-1028290621_1141170829_-1146808932,5.33301312490858e-05,1.00986254793948e-06,0.00299414160156899,0.00176038402968118,2.3325581104707e-08,17656.9578007374,0.194053251587335,0.193823040933902,136
10407_1187035164_468615176_-834886217_2099473438_85958725_-527216313,8.61671456682621e-05,8.83304420320079e-07,0.00287944441068737,0.000701789168135428,1.39697384017845e-08,12527.1849891538,0.173989402046015,0.822356352181316,137
10407_1339123490_1150803034_2086335060_-1238815122_-1440718128_263061252,5.29286856584668e-05,1.04472085310596e-06,0.00285487998627579,0.00126985074371026,9.53586403200931e-09,31327.5319819393,0.172208841990833,0.353166347005588,138
10407_-943953865_-475212306_263081141_1737057057_751311223_-228663905,5.78993701005821e-05,1.72472266645468e-06,0.00157716958152309,0.00112232685007409,2.51028863699823e-08,28087.1532865014,0.187552405568971,0.799652766624256,139
10407_1176009679_563992324_1401147617_1904038932_-443782496_1092600195,7.64353553675881e-05,1.47222983653051e-06,0.00347446581610814,0.000967370553184668,2.55347567054832e-08,25996.918388077,0.177694039094389,0.597238533634015,140
10407_274842791_1913268287_324832758_-159253783_-191453057_-1274827226,5.18169661111426e-05,9.11767397385368e-07,0.00486263697302824,0.00170373644838831,2.4428806546517e-08,33921.8861143532,0.188852835381428,0.942732771292205,141
10407_963858408_1410880833_-842563443_212594751_687750003_1485221240,6.27502829905096e-05,6.33192121089707e-07,0.00248666208779799,0.000615547537713504,2.58599971220005e-08,25427.3387333529,0.191678093481198,0.263576672396666,142
10407_572072098_516697463_1056661331_970185010_-1277772558_1299626773,6.46285500142289e-05,6.71066362055516e-07,0.00390787736352964,0.00139360474218621,1.00879583539255e-08,10259.7326001755,0.185831937220991,0.245243207176539,143
10407_-198045670_2067217363_-250334326_1936271049_-1488257991_31938339,8.70755617236845e-05,1.02566603374131e-06,0.00498042809413158,0.000758928116085558,2.44909155690172e-08,26772.3069473343,0.182927169921473,0.399978548028579,144
10407_-1629505888_-1038567385_-1465263749_-654891075_-1648837505_153847128,9.30862705628462e-05,2.45704544886395e-07,0.00447962525242867,0.00148826082069504,1.49365817465068e-08,16451.0269041518,0.198129756267993,0.704792002884575,145
10407_-234547706_564749876_-1029259804_-871971769_333272001_1231088771,7.61839127236885e-05,8.2163845557169e-07,0.00200973175846444,0.000554594566262687,8.62891694604001e-09,16333.5829274229,0.19489201878965,0.674770967670437,146
10407_-1512117228_695881382_-1384707205_-21850371_-2115188374_534565272,8.94528816967561e-05,1.13156481047791e-06,0.00302182922487882,0.000934227539110903,2.29674538812775e-08,16915.7628966053,0.188977631903604,0.664005936600922,147
10407_-2130364766_-777364504_501976975_1614438639_1525531398_-282367941,9.14827812929681e-05,8.2351983958074e-07,0.00409626750713018,0.00144665569309009,7.24079468289426e-09,29429.8893517367,0.195059102420163,0.339022313649357,148
10407_111014373_1732066611_238929172_453039569_-1775808089_-303756719,8.62191715598238e-05,1.10514985063972e-06,0.00180331110138845,0.00161584510655094,1.84815555131656e-08,10328.1072985612,0.179364309538555,0.484508784910653,149
10407_2080990257_1873194729_-1144253536_-650639470_-1727200787_1024327491,6.13490995486268e-05,1.16820274349027e-06,0.00485509512665618,0.00171613388363992,2.29335307201435e-08,26540.9100993318,0.198009585666785,0.928757116035522,150
10407_855943175_675446247_-1622417656_-1666638011_-3891635_974678441,7.6009636329798e-05,2.84081107019975e-07,0.00305523211907481,0.00154759553695928,7.62765443477468e-09,12933.5441242108,0.191204873626958,0.628258084599064,151
10407_2141481756_-1555331532_173107028_-737375469_-81742452_1853009329,7.94973862404266e-05,1.55052081685241e-06,0.00381126552820502,0.001597190070087,2.13233868259067e-08,13696.1061530542,0.194315094114276,0.643030787583389,152
10407_-1265088514_1320010683_995601115_1925370604_-1729087698_180826233,5.28305869814764e-05,2.45955287252619e-07,0.00470092758396863,0.0018483418250167,1.49652057678026e-08,21916.7994033547,0.188432270040779,0.780578192885351,153
10407_-748960737_-764071092_62170532_910907254_-120245097_-796430694,8.24652044984032e-05,5.38118847813532e-07,0.0017295676149669,0.00134392993016423,9.16782043639845e-09,19046.1669870324,0.171398384714654,0.147543876671666,154
10407_1376751736_-1866591950_607648713_1504269899_-1771917228_-1447625564,9.88798788936872e-05,1.0832495884966e-06,0.00201304129072896,0.000883745803312807,8.78719949535434e-09,23191.9101469659,0.192976339127599,0.434059251500378,155
10407_490452713_255321471_1228177512_-1131943715_1210204436_1439965186,6.98775394315446e-05,1.17694751281349e-06,0.00263817380897698,0.00106622242988015,1.99527901487753e-08,18039.617690281,0.198384967857506,0.993005507362845,156
10407_1372508481_-1537322048_-114608981_-1462228907_2144796734_1951413731,9.61208662352793e-05,6.73202184286846e-07,0.00488357757486178,0.00127015283653119,1.64919596503452e-08,17126.5740912581,0.178417737013826,0.987690919577339,157
10407_1607010183_1710918438_-872297390_256574106_-2124337670_1104678214,7.39245817430784e-05,2.25623585413933e-07,0.00374509915882935,0.00194356601641718,1.93718407239229e-08,33064.9773126533,0.17689141713939,0.402107200634284,158
10407_-754119385_-409445544_500048916_267391566_-460416808_1868609857,8.51439731725585e-05,4.19571559035251e-07,0.00269362315857348,0.00155573290912237,9.59391447113719e-09,16991.7421826579,0.177539548267823,0.209161734911524,159
10407_-1052775258_1090083781_-1767885183_-272216530_221793340_473554136,7.59556929044141e-05,1.72989262101684e-06,0.00223141989568328,0.0013663381609119,9.84646847622108e-09,21087.7913882442,0.181837484249395,0.831295566027848,160
10407_1107508255_-148147665_2068654301_-1402845640_-1153273596_-555538396,5.28346331163056e-05,7.73865271652178e-07,0.00297312940202055,0.00111077751093842,8.71810032902864e-09,23923.9730265855,0.174467482266855,0.770915416331009,161
10407_-1655189928_-1287857780_1141173915_1654117595_-1671698746_-1210784076,8.86856154252052e-05,2.7028169720702e-07,0.00183983126875424,0.00146340183183965,1.38436960365189e-08,34683.389933436,0.177772211028209,0.425273913777407,162
10407_-587302993_-951434159_765725475_1689605207_1255812239_-138127673,6.29727123844377e-05,7.73077365703596e-07,0.00269097240897797,0.00173691501439865,2.60216570316248e-08,33446.0094972022,0.171021059708438,0.852835421938724,163
10407_345207243_519233392_-1324786944_1287331497_-1351301130_339462478,5.76294885406276e-05,1.56255121600191e-06,0.00183939557525672,0.000997829698399207,1.06699994066226e-08,33362.3793100763,0.175954146150339,0.191948064328843,164
10407_-1024996236_-516200514_-1374302044_-612167604_41018737_-1052007903,9.03635200546923e-05,9.96003301713831e-07,0.00241311673819462,0.00103196767423908,1.35477193656362e-08,15905.240630132,0.179670638141915,0.809200770136373,165
10407_-2065230924_1013605778_-429213962_-662255248_1510267727_556139371,8.63915172750068e-05,1.40866023277931e-06,0.00390380357696483,0.00101875896757071,1.669889822865e-08,25110.5660039672,0.196767612728144,0.483488545529124,166
10407_-1897971230_-746287800_-1042705788_1516295008_-966083638_1528718551,5.26974808486559e-05,1.46407729404501e-06,0.00374564408377765,0.000517851323423314,1.96527781588319e-08,16637.4470288709,0.199970664195903,0.649112348695613,167
10407_1232317755_851633558_-1952072738_1843494072_-432138965_814312708,6.88199232264728e-05,1.76697613295037e-06,0.00474627724099604,0.000943145344395143,1.15458468583597e-08,28965.8003878872,0.170822907304285,0.226828107981951,168
10407_727664909_1829745571_-338078266_1258271426_1691282961_-1647905646,8.23291911707252e-05,1.75628178888257e-06,0.00517665377994961,0.00111050590327075,2.38161361232015e-08,16083.3074068141,0.189902347514037,0.389522796141308,169
10407_-1097383384_41191676_724600263_-1491272003_1806166109_-383938858,9.32030219759248e-05,1.51872995220539e-06,0.00172343409611665,0.00124022499804022,1.8392757076835e-08,16478.4999231247,0.199301991670299,0.159357587989796,170
10407_-337278061_1971007380_-1625553304_1432183028_1480901615_781477709,8.74841461553812e-05,6.56474682738537e-07,0.00417055246407092,0.00073143461012138,2.37312574584191e-08,26267.9674256738,0.193512433083971,0.823812316721698,171
10407_-1923422198_-2144489573_794415581_-613469387_1635014019_-1128201332,9.42694505167941e-05,1.56359829829126e-06,0.00268257780964322,0.00186121707726109,2.00387652597218e-08,17635.6776863858,0.171416599973022,0.397199968602612,172
10407_1995834572_749717137_262249770_1490834603_-1916911509_1788124528,9.88672024183797e-05,1.16356158043766e-06,0.00384836930068952,0.000948818410452203,1.27493229126697e-08,25068.8422549371,0.177322716937835,0.765910224600215,173
10407_-7907300_-2114082774_-1895319551_183254351_-4749311_-37623436,5.56895641415914e-05,7.80239568538056e-07,0.00355332228374134,0.00179137444585437,2.51135239550941e-08,14966.1553072687,0.193171096875157,0.470376824396236,174
10407_260023413_1189041135_1974246580_2125301077_-1285990048_-896587340,7.10800188962385e-05,1.68180912659657e-06,0.00315413839975821,0.00137178044586706,7.92433745196106e-09,32984.9771391179,0.195906859570263,0.692307171306143,175
10407_-555376866_1614873005_1709678204_1377806237_1712475256_-1390474086,5.42046160723747e-05,1.6680592231823e-06,0.00163506574567334,0.00160689158336149,2.07905817955226e-08,31014.2483932289,0.18133524008493,0.378620946397174,176
10407_715908021_-1914507183_-1797356758_1325982032_1829485735_-1250164402,7.50198650939363e-05,8.90030818678933e-07,0.00335736883895704,0.00173579229074214,1.62533112642844e-08,14542.1793788122,0.186979544389451,0.652506009474467,177
10407_514510192_256481564_1667717173_1584709823_1285639511_-40158010,6.67463398613286e-05,7.32588763661995e-07,0.00164604479445218,0.00196738236806733,9.9881405936451e-09,30441.1875302645,0.172579812483297,0.537384237914718,178
10407_1209550116_1537319675_-74092327_-1659441245_-1811354516_-365208188,6.07679951375727e-05,1.28247226852314e-06,0.00284794384073745,0.00117278993140746,1.86296995941736e-08,31584.8120017531,0.170584561698112,0.753509410260084,179
10407_-1806002826_237907908_1123305710_-1057327889_-394736365_-1296389834,6.54539155133466e-05,1.92564318369633e-07,0.0030434837769817,0.000716804076006912,1.52168483597667e-08,20335.8478127943,0.184178147165923,0.665237349507165,180
10407_-1516342813_-31590532_-741154531_-106139998_-42612510_1178482415,7.65224239291787e-05,8.79060325700599e-07,0.00494839347007315,0.00177674782239346,1.3152472659215e-08,16323.1303981742,0.177715555304211,0.104921691099307,181
10407_-1300614071_-1417696780_2029542331_198987582_1851831939_-616914716,9.24804226502405e-05,1.64493899178363e-06,0.00505611507253331,0.00112688003289418,1.03096394131913e-08,32673.986262317,0.192208769110587,0.82906037230206,182
10407_-391379723_-1481888703_-1466631846_467286481_-357123398_-1568786189,5.7089877499774e-05,1.04560576123083e-06,0.00450125348097928,0.00107680851401928,1.19799569136215e-08,15101.9286766564,0.190738680952247,0.540809970552305,183
10407_138707228_1747701397_-797268391_-856855536_2021329704_1534113695,7.24863526807993e-05,4.91163164529242e-07,0.00298741284438464,0.00195081287124647,2.30841275236003e-08,11946.4505479502,0.184064942545902,0.300045538669908,184
10407_1836370606_-160751417_1204279777_-1222891846_543087159_-1308588597,7.91371952271131e-05,1.55362493306477e-06,0.00358578064723193,0.000681895817093774,8.29821597926504e-09,20569.8655505012,0.170766706550113,0.744380366498486,185
10407_158630270_-1703228057_-859046255_-1037740611_319251837_-1431138763,6.68066698195471e-05,1.7770403469681e-06,0.00345068230166878,0.000527817407536354,2.06775153241608e-08,19512.6144996158,0.1898558008748,0.67757849938772,186
10407_-819409763_103307848_-563460159_-1234737814_-890438369_-1906357809,5.12723815456933e-05,8.88224629623473e-07,0.00270980567405881,0.000587867034540213,2.07221977010709e-08,16331.1984485187,0.179455058230334,0.368459571512586,187
10407_1809864391_-1645468321_-283383485_722536039_-1926477856_1640087642,8.16191664266937e-05,1.35375349928278e-06,0.00455924901136663,0.00179183929838808,1.42769473959065e-08,19615.1994770092,0.180401835929394,0.591922045479703,188
10407_675794279_-529495702_12014007_-398960352_2006321121_-1317720678,9.3444560268661e-05,1.27289095001239e-06,0.00161967055791492,0.00167343682842975,9.85288537950618e-09,18322.1594838338,0.185672345130294,0.908721129307022,189
10407_-881028939_1211374376_-289439111_878458991_851461604_455251406,8.16381312504324e-05,1.06120575881278e-06,0.00445920243640614,0.00140952317588983,2.14667283448976e-08,33509.8866556393,0.172291541750301,0.646835427397238,190
10407_-1495394502_-221460655_-962205335_2116384432_993166570_26423212,6.72110168623529e-05,1.72801510746564e-06,0.0023428536605589,0.00128927576637563,1.85295489771216e-08,34416.1573232526,0.18424246317044,0.45173821928442,191
10407_-167226320_-1466323523_805730182_-459605271_-1295718703_-1630958002,6.62123968455367e-05,7.08443804058754e-07,0.00448847569051605,0.000594307261513525,1.49981955200105e-08,27283.8582297799,0.197985932578261,0.512270827178897,192
10407_-927759214_877775578_-25297102_-1587788406_377303417_-347020171,5.41930382581767e-05,1.05944260473014e-06,0.00338242523397446,0.00169338901204083,8.10041073516387e-09,16614.2038299851,0.19823408440262,0.611561822770908,193
10407_2018638278_-1301906690_847691848_1918283095_-374379537_-1209885328,7.08015033525852e-05,7.01200277347281e-07,0.0017154416467705,0.00117566641587231,1.9305276088571e-08,13402.4350204011,0.187670548410056,0.994657736350703,194
10407_2059202787_-84903670_1930972174_-1911508978_1598757306_-1011229623,9.0122861010143e-05,1.32230189636235e-06,0.00420762441407951,0.0011555924267333,8.32310961260352e-09,17544.7234628619,0.176972589442485,0.624171201116833,195
